ID,Date,Location ID,Location Description,Region,Country,Latitude,Longitude,Area Type,Junction Control,Accident Severity,Time of Day,Road Conditions,Junction Detail,Driver Age,Sex of Driver,Vehicle Type,Vehicle Propulsion,Number of Accidents,Number of Casualties,Number of Vehicles,Accidental Costs
2327,2017.Jan,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,1,2,1477.43
2328,2017.Jan,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Van,Heavy Oil,1,1,1,2217.58
2329,2017.Jan,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,21-25,Male,Car,Petrol,1,1,1,1945.91
2331,2017.Jan,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,2,2,3120.33
2332,2017.Jan,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,2,2,2782.54
2333,2017.Jan,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,1,2,2784.16
2335,2017.Jan,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Traffic Light,Slight,Morning,Icy,T-junction,16-20,Female,Van,Heavy Oil,1,1,2,1349.35
2336,2017.Jan,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Rural,Stop Sign,Serious,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,1,1880.07
2337,2017.Jan,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,1483.37
2338,2017.Jan,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Traffic Light,Slight,Morning,Snow,T-junction,16-20,Female,Van,Heavy Oil,1,1,2,1850.36
2339,2017.Jan,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,2199.09
2341,2017.Jan,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,1,481.67
2342,2017.Jan,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,1,1,538.98
2343,2017.Jan,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Small Town,Stop Sign,Serious,Evening,Icy,Roundabout,Over 56,Female,Motorcycle,Heavy Oil,1,1,2,430.83
2345,2017.Jan,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,1,408.38
2346,2017.Jan,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,1,2,360.2
2347,2017.Jan,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,1938.99
2348,2017.Jan,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,2,3355.87
2349,2017.Jan,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Taxi,Heavy Oil,1,1,1,2053.03
2350,2017.Jan,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,2037.96
2351,2017.Jan,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,1,2,2526.22
2353,2017.Jan,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,1,2230.29
2355,2017.Jan,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Rural,Stop Sign,Slight,Evening,Snow,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,2,2088.79
2356,2017.Jan,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,1946.35
2357,2017.Jan,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,2850.86
2358,2017.Jan,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Small Town,Traffic Enforcer,Fatal,Early Morning,Icy,Private Residence,Over 56,Female,Motorcycle,Hybrid Electric,1,1,2,2217.7
2359,2017.Jan,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Traffic Light,Slight,Evening,Icy,Crossroad,16-20,Female,Van,Heavy Oil,1,1,2,1747.13
2360,2017.Jan,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Taxi,Heavy Oil,1,1,2,1886.3
2361,2017.Jan,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Small Town,Traffic Enforcer,Fatal,Early Morning,Icy,Private Residence,Over 56,Female,Motorcycle,Hybrid Electric,1,1,1,1840.68
2362,2017.Jan,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,1610.14
2363,2017.Jan,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,1,1978.91
2364,2017.Jan,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,1743.22
2365,2017.Jan,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,1884.56
2366,2017.Jan,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,2362.14
2367,2017.Jan,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,2165.9
2369,2017.Jan,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Taxi,Heavy Oil,1,1,1,2046.92
2370,2017.Jan,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,1,1,2439.9
2371,2017.Jan,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,2,1043.94
2372,2017.Jan,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,2,3,1054.32
2373,2017.Jan,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Small Town,Traffic Enforcer,Serious,Early Morning,Icy,Private Residence,Over 56,Female,Motorcycle,Hybrid Electric,1,2,3,1202.6
2374,2017.Jan,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Taxi,Heavy Oil,1,2,3,1318.09
2375,2017.Jan,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Small Town,Traffic Enforcer,Serious,Early Morning,Icy,Roundabout,Over 56,Female,Motorcycle,Hybrid Electric,1,1,2,1336.51
2376,2017.Jan,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,1,1258.84
2377,2017.Jan,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,Over 56,Female,Taxi,Heavy Oil,1,1,1,667.63
2378,2017.Jan,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Rural,Stop Sign,Serious,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,2,862.38
2379,2017.Jan,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,755.8
2380,2017.Jan,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,704.34
2381,2017.Jan,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,3,1088.9
2382,2017.Jan,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Traffic Light,Slight,Evening,Icy,Crossroad,16-20,Female,Van,Heavy Oil,1,1,1,852.94
2383,2017.Jan,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,2544.86
2384,2017.Jan,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,2,1946.1
2385,2017.Jan,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Traffic Light,Slight,Evening,Icy,Crossroad,16-20,Female,Van,Heavy Oil,1,1,2,1676.77
2386,2017.Jan,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Small Town,Traffic Enforcer,Serious,Early Morning,Icy,Roundabout,Over 56,Female,Motorcycle,Hybrid Electric,1,1,1,1886.89
2387,2017.Jan,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,1560.47
2388,2017.Jan,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,1,2230.73
2389,2017.Jan,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,Over 56,Female,Taxi,Heavy Oil,1,1,2,1980.72
2390,2017.Jan,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,2,1556.52
2391,2017.Jan,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,1176.58
2393,2017.Jan,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Traffic Light,Slight,Morning,Snow,T-junction,16-20,Female,Car,Heavy Oil,1,1,1,1588.05
2394,2017.Jan,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,1,1455.86
2395,2017.Jan,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Traffic Light,Slight,Evening,Icy,Crossroad,16-20,Female,Van,Heavy Oil,1,2,2,2222.4
2396,2017.Jan,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Small Town,Stop Sign,Serious,Evening,Icy,Roundabout,Over 56,Female,Motorcycle,Heavy Oil,1,1,2,2177.05
2397,2017.Jan,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,2,2404.43
2398,2017.Jan,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,2,2,2607.48
2399,2017.Jan,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Small Town,Traffic Enforcer,Serious,Early Morning,Icy,Private Residence,Over 56,Female,Motorcycle,Hybrid Electric,1,2,2,1659.53
2400,2017.Jan,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,1,2192.27
2402,2017.Feb,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,1672.17
2403,2017.Feb,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,1,2180.23
2404,2017.Feb,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Van,Heavy Oil,1,1,1,2355.21
2405,2017.Feb,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,1,2026.89
2408,2017.Feb,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Taxi,Heavy Oil,1,1,3,3317.44
2409,2017.Feb,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,2,2217.77
2410,2017.Feb,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Van,Heavy Oil,1,1,2,2775.59
2411,2017.Feb,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,2,2,2238.66
2412,2017.Feb,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Small Town,Stop Sign,Serious,Evening,Icy,Roundabout,Over 56,Female,Motorcycle,Heavy Oil,1,2,2,2424.89
2413,2017.Feb,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Small Town,Traffic Enforcer,Serious,Early Morning,Icy,Private Residence,Over 56,Female,Motorcycle,Hybrid Electric,1,1,2,2201.93
2414,2017.Feb,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,1,1,1563.01
2416,2017.Feb,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,1,1910.69
2417,2017.Feb,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,1715.42
2419,2017.Feb,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Traffic Light,Slight,Morning,Icy,T-junction,16-20,Female,Van,Heavy Oil,1,1,2,1969.28
2420,2017.Feb,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,2013.06
2421,2017.Feb,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,1865.2
2422,2017.Feb,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,1,1,1983.74
2423,2017.Feb,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,21-25,Male,Car,Petrol,1,1,2,1640.1
2424,2017.Feb,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Traffic Light,Slight,Morning,Snow,T-junction,21-25,Female,Car,Heavy Oil,1,1,2,2344.93
2425,2017.Feb,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Taxi,Heavy Oil,1,1,1,2622.58
2426,2017.Feb,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Rural,Stop Sign,Serious,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,1,2164.27
2427,2017.Feb,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,1,1,2569.83
2428,2017.Feb,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Rural,Stop Sign,Serious,Evening,Snow,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,1,3013.69
2429,2017.Feb,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,2982.83
2430,2017.Feb,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,3106.84
2431,2017.Feb,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,2,2066.16
2432,2017.Feb,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Traffic Light,Slight,Morning,Icy,T-junction,16-20,Female,Van,Heavy Oil,1,1,2,1957.83
2433,2017.Feb,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,1993.73
2434,2017.Feb,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Small Town,Traffic Enforcer,Serious,Early Morning,Icy,Roundabout,Over 56,Female,Motorcycle,Hybrid Electric,1,1,1,1712.74
2435,2017.Feb,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Small Town,Traffic Enforcer,Fatal,Early Morning,Icy,Private Residence,Over 56,Female,Motorcycle,Hybrid Electric,1,1,1,1760.87
2436,2017.Feb,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,2,1705.33
2437,2017.Feb,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,497.25
2438,2017.Feb,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Rural,Stop Sign,Slight,Evening,Snow,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,2,432.81
2439,2017.Feb,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,304.37
2440,2017.Feb,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,3,1,534.77
2441,2017.Feb,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Small Town,Traffic Enforcer,Serious,Early Morning,Icy,Private Residence,Over 56,Female,Motorcycle,Hybrid Electric,1,1,1,485.22
2442,2017.Feb,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,2,376.39
2443,2017.Feb,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,1,2250.66
2444,2017.Feb,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Small Town,Stop Sign,Serious,Evening,Icy,Roundabout,Over 56,Female,Motorcycle,Heavy Oil,1,2,1,2562.04
2445,2017.Feb,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,1893.87
2446,2017.Feb,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,2442.52
2448,2017.Feb,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Small Town,Traffic Enforcer,Serious,Early Morning,Icy,Private Residence,Over 56,Female,Motorcycle,Hybrid Electric,1,1,2,2395.03
2449,2017.Feb,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,1,2372.23
2450,2017.Feb,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Rural,Stop Sign,Serious,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,1,2524.49
2452,2017.Feb,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Traffic Light,Slight,Morning,Snow,T-junction,21-25,Female,Car,Heavy Oil,1,1,1,2367.91
2453,2017.Feb,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,2,2425.48
2454,2017.Feb,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Rural,Stop Sign,Serious,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,2,2469.49
2455,2017.Feb,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,2,1857.19
2456,2017.Feb,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,1,2267.49
2457,2017.Feb,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,1,1797.58
2458,2017.Feb,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Small Town,Traffic Enforcer,Fatal,Early Morning,Icy,Private Residence,Over 56,Female,Motorcycle,Hybrid Electric,1,1,2,1863.43
2459,2017.Feb,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Small Town,Stop Sign,Serious,Evening,Icy,Roundabout,Over 56,Female,Motorcycle,Heavy Oil,1,1,1,1679
2460,2017.Feb,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Small Town,Traffic Enforcer,Serious,Early Morning,Icy,Roundabout,Over 56,Female,Motorcycle,Hybrid Electric,1,1,2,1804.68
